order_date,product_line,order_amount,marketing_spend
2026-03-23,Product C,98.83,19.33
2026-03-23,Product C,71.28,25.06
2026-03-23,Product C,116.13,30.91
2026-03-23,Product D,103.54,15.09
2026-03-23,Product D,69.23,14.42
2026-03-24,Product A,178.25,24.57
2026-03-24,Product A,164.03,28.95
2026-03-24,Product A,168.5,30.82
2026-03-24,Product A,171.51,18.03
2026-03-24,Product A,122.68,17.87
2026-03-24,Product A,182.33,28.1
2026-03-24,Product A,197.2,33.15
2026-03-24,Product A,199.86,43.19
2026-03-24,Product A,193.13,23.2
2026-03-24,Product A,170.38,38.75
2026-03-24,Product A,175.99,34.35
2026-03-24,Product A,139.47,39.06
2026-03-24,Product A,152.59,10.0
2026-03-24,Product A,162.28,10.0
2026-03-24,Product A,146.13,45.31
2026-03-24,Product A,161.64,16.06
2026-03-24,Product A,170.56,21.81
2026-03-24,Product A,189.02,25.02
2026-03-24,Product A,175.96,20.74
2026-03-24,Product A,227.18,42.65
2026-03-24,Product A,166.8,26.01
2026-03-24,Product B,158.91,21.67
2026-03-24,Product B,157.67,23.67
2026-03-24,Product B,139.69,30.31
2026-03-24,Product B,161.46,26.12
2026-03-24,Product B,134.62,35.68
2026-03-24,Product B,157.97,23.73
2026-03-24,Product B,130.63,30.41
2026-03-24,Product B,147.54,23.77
2026-03-24,Product B,147.53,27.78
2026-03-24,Product B,143.75,34.07
2026-03-24,Product B,172.71,33.62
2026-03-24,Product C,142.42,38.66
2026-03-24,Product C,133.89,45.11
2026-03-24,Product C,108.13,22.55
2026-03-24,Product D,125.25,19.35
2026-03-24,Product D,98.74,10.35
2026-03-25,Product A,145.01,26.21
2026-03-25,Product A,154.58,21.69
2026-03-25,Product A,173.78,35.94
2026-03-25,Product A,152.0,17.91
2026-03-25,Product A,170.52,33.3
2026-03-25,Product A,202.18,25.8
2026-03-25,Product A,163.0,37.12
2026-03-25,Product A,213.41,28.33
2026-03-25,Product A,153.75,29.19
2026-03-25,Product A,157.29,20.67
2026-03-25,Product A,175.38,42.21
2026-03-25,Product B,160.8,25.95
2026-03-25,Product B,156.47,24.96
2026-03-25,Product B,163.95,16.72
2026-03-25,Product B,122.7,10.0
2026-03-25,Product B,143.76,12.2
2026-03-25,Product B,129.78,13.2
2026-03-25,Product C,119.15,36.54
2026-03-25,Product C,139.32,34.05
2026-03-25,Product C,107.19,27.23
2026-03-25,Product C,90.06,14.82
2026-03-25,Product C,151.49,43.74
2026-03-25,Product D,133.88,32.66
2026-03-25,Product D,99.81,13.82
2026-03-25,Product D,58.94,10.0
2026-03-25,Product D,58.05,13.37
2026-03-25,Product D,103.45,15.04
2026-03-25,Product D,98.25,33.37
2026-03-26,Product A,166.15,34.15
2026-03-26,Product A,199.74,17.9
2026-03-26,Product A,202.61,30.09
2026-03-26,Product A,158.23,24.06
2026-03-26,Product A,177.04,21.21
2026-03-26,Product A,163.73,32.04
2026-03-26,Product A,174.81,32.76
2026-03-26,Product A,162.87,33.24
2026-03-26,Product A,193.24,40.82
2026-03-26,Product A,179.41,38.01
2026-03-26,Product A,189.16,53.57
2026-03-26,Product B,109.08,17.46
2026-03-26,Product B,126.46,11.43
2026-03-26,Product B,130.98,16.17
2026-03-26,Product B,145.22,19.72
2026-03-26,Product B,133.14,22.59
2026-03-26,Product B,167.31,40.21
2026-03-26,Product B,148.25,27.01
2026-03-26,Product B,140.97,27.81
2026-03-26,Product C,99.34,11.46
2026-03-26,Product C,137.74,24.25
2026-03-26,Product C,81.39,24.76
2026-03-26,Product C,130.1,27.7
2026-03-26,Product C,99.88,21.07
2026-03-26,Product D,84.08,23.64
2026-03-26,Product D,118.95,28.4
2026-03-26,Product D,107.33,25.79
2026-03-26,Product D,95.21,10.6
2026-03-27,Product A,166.73,30.2
2026-03-27,Product A,138.12,24.06
2026-03-27,Product A,150.75,17.07
2026-03-27,Product A,156.24,17.6
2026-03-27,Product A,183.35,29.83
2026-03-27,Product A,187.93,28.4
2026-03-27,Product A,161.07,42.37
2026-03-27,Product A,134.29,33.11
2026-03-27,Product B,169.42,22.61
2026-03-27,Product B,144.35,12.99
2026-03-27,Product B,145.68,15.52
2026-03-27,Product B,119.03,19.36
2026-03-27,Product B,168.25,32.13
2026-03-27,Product B,156.2,25.51
2026-03-27,Product B,137.62,29.72
2026-03-27,Product B,132.61,29.22
2026-03-27,Product C,110.46,41.21
2026-03-27,Product C,105.0,21.95
2026-03-27,Product C,99.98,16.49
2026-03-27,Product C,149.44,36.67
2026-03-27,Product C,142.63,20.85
2026-03-27,Product C,134.41,21.8
2026-03-27,Product C,90.58,21.84
2026-03-27,Product C,125.03,27.93
2026-03-27,Product D,65.9,21.49
2026-03-27,Product D,92.97,37.25
2026-03-27,Product D,108.82,30.58
2026-03-27,Product D,89.67,11.0
2026-03-27,Product D,75.78,10.0
2026-03-27,Product D,115.03,22.23
2026-03-27,Product D,115.96,26.6
2026-03-27,Product D,88.56,10.13
2026-03-27,Product D,101.64,20.61
2026-03-27,Product D,114.85,19.54
2026-03-27,Product D,108.55,37.01
2026-03-27,Product D,101.0,28.5
2026-03-27,Product D,107.58,38.85
2026-03-27,Product D,103.17,28.3
2026-03-28,Product A,143.42,34.52
2026-03-28,Product A,147.82,31.1
2026-03-28,Product A,179.15,37.8
2026-03-28,Product A,158.68,20.65
2026-03-28,Product A,178.32,27.98
2026-03-28,Product A,142.92,39.8
2026-03-28,Product A,152.59,17.99
2026-03-28,Product A,164.67,38.02
2026-03-28,Product A,122.33,30.16
2026-03-28,Product A,149.95,27.61
2026-03-28,Product A,155.13,42.31
2026-03-28,Product B,144.97,13.63
2026-03-28,Product B,137.51,28.23
2026-03-28,Product B,130.26,27.53
2026-03-28,Product B,145.7,23.03
2026-03-28,Product B,171.27,15.21
2026-03-28,Product C,130.12,32.8
2026-03-28,Product C,99.8,19.32
2026-03-28,Product C,108.5,14.36
2026-03-28,Product C,83.66,15.02
2026-03-28,Product C,114.19,25.96
2026-03-28,Product C,132.23,30.6
2026-03-28,Product C,114.35,17.84
2026-03-28,Product C,139.3,29.83
2026-03-28,Product C,110.46,22.81
2026-03-28,Product D,109.43,27.33
2026-03-28,Product D,129.03,38.08
2026-03-28,Product D,138.04,34.84
2026-03-29,Product A,188.17,26.74
2026-03-29,Product A,137.65,35.61
2026-03-29,Product A,142.52,27.74
2026-03-29,Product A,150.63,34.62
2026-03-29,Product A,197.78,37.86
2026-03-29,Product A,197.42,33.62
2026-03-29,Product A,219.15,43.22
2026-03-29,Product A,150.19,26.09
2026-03-29,Product A,166.64,26.33
2026-03-29,Product A,133.54,25.8
2026-03-29,Product A,139.51,10.0
2026-03-29,Product A,162.43,21.57
2026-03-29,Product A,151.05,10.0
2026-03-29,Product A,151.28,24.33
2026-03-29,Product A,156.05,29.63
2026-03-29,Product A,200.64,38.24
2026-03-29,Product A,192.58,41.61
2026-03-29,Product A,147.59,28.6
2026-03-29,Product B,149.82,33.73
2026-03-29,Product B,124.72,13.4
2026-03-29,Product B,156.53,20.22
2026-03-29,Product B,131.72,10.0
2026-03-29,Product B,151.4,38.07
2026-03-29,Product B,122.36,28.97
2026-03-29,Product B,143.69,10.3
2026-03-29,Product C,120.03,11.9
2026-03-29,Product C,120.4,16.84
2026-03-29,Product C,120.26,36.61
2026-03-29,Product C,130.19,30.06
2026-03-29,Product C,108.37,24.38
2026-03-29,Product C,132.39,32.84
2026-03-29,Product C,117.82,27.66
2026-03-29,Product C,91.04,14.15
2026-03-29,Product C,135.57,36.56
2026-03-29,Product D,111.95,39.02
2026-03-29,Product D,142.67,21.09
2026-03-29,Product D,66.74,10.0
2026-03-29,Product D,115.2,30.6
2026-03-29,Product D,97.15,11.56
2026-03-30,Product A,184.6,30.39
2026-03-30,Product A,195.99,38.37
2026-03-30,Product A,143.89,35.58
2026-03-30,Product A,196.96,37.21
2026-03-30,Product A,176.18,43.22
2026-03-30,Product A,134.07,32.72
2026-03-30,Product A,159.52,35.88
2026-03-30,Product A,172.65,19.41
2026-03-30,Product A,159.08,35.22
2026-03-30,Product B,149.24,16.98
2026-03-30,Product B,127.28,31.11
2026-03-30,Product B,110.85,22.37
2026-03-30,Product B,136.85,15.58
2026-03-30,Product B,188.38,24.39
2026-03-30,Product B,120.14,18.93
2026-03-30,Product B,128.09,21.83
2026-03-30,Product B,148.42,27.11
2026-03-30,Product B,142.27,18.57
2026-03-30,Product B,159.15,26.16
2026-03-30,Product C,135.81,31.83
2026-03-30,Product C,138.16,29.46
2026-03-30,Product C,134.63,18.6
2026-03-30,Product C,94.28,10.0
2026-03-30,Product C,117.04,19.57
2026-03-30,Product C,100.13,24.71
2026-03-30,Product C,110.64,12.88
2026-03-30,Product C,175.98,38.42
2026-03-30,Product C,96.17,15.8
2026-03-30,Product C,116.19,24.16
2026-03-30,Product D,123.86,25.07
2026-03-30,Product D,94.88,10.0
2026-03-30,Product D,90.69,28.68
2026-03-30,Product D,114.73,24.55
2026-03-30,Product D,132.38,26.05
2026-03-30,Product D,79.24,13.69
2026-03-31,Product A,122.07,23.76
2026-03-31,Product A,172.17,20.46
2026-03-31,Product A,167.7,26.45
2026-03-31,Product A,208.81,27.01
2026-03-31,Product A,177.29,21.41
2026-03-31,Product A,157.73,29.03
2026-03-31,Product A,165.35,28.06
2026-03-31,Product A,177.32,26.19
2026-03-31,Product A,189.45,29.76
2026-03-31,Product B,183.78,13.54
2026-03-31,Product B,171.26,22.55
2026-03-31,Product B,171.1,11.47
2026-03-31,Product B,139.83,35.4
2026-03-31,Product B,160.69,24.62
2026-03-31,Product B,102.25,10.0
2026-03-31,Product B,175.56,27.06
2026-03-31,Product B,143.42,26.65
2026-03-31,Product B,116.34,23.04
2026-03-31,Product C,121.24,22.83
2026-03-31,Product C,141.05,33.36
2026-03-31,Product C,107.75,11.79
2026-03-31,Product C,144.31,25.8
2026-03-31,Product C,121.59,45.57
2026-03-31,Product C,137.63,43.17
2026-03-31,Product C,108.16,32.36
2026-03-31,Product C,120.59,29.46
2026-03-31,Product C,164.46,33.95
2026-03-31,Product D,80.84,23.63
2026-03-31,Product D,94.7,16.55
2026-03-31,Product D,86.5,12.23
2026-03-31,Product D,113.43,16.57
2026-03-31,Product D,89.12,22.37
2026-03-31,Product D,130.5,28.64
2026-04-01,Product A,124.38,11.56
2026-04-01,Product A,161.74,21.79
2026-04-01,Product A,134.78,29.77
2026-04-01,Product A,175.71,30.99
2026-04-01,Product A,154.73,26.94
2026-04-01,Product A,181.32,28.71
2026-04-01,Product A,179.78,24.19
2026-04-01,Product A,172.14,38.4
2026-04-01,Product A,197.1,44.13
2026-04-01,Product B,134.16,30.92
2026-04-01,Product B,103.8,28.02
2026-04-01,Product B,144.45,24.53
2026-04-01,Product B,100.18,13.92
2026-04-01,Product B,174.82,26.31
2026-04-01,Product B,160.7,27.6
2026-04-01,Product B,168.38,30.16
2026-04-01,Product B,124.5,21.62
2026-04-01,Product B,180.23,34.62
2026-04-01,Product B,142.44,42.26
2026-04-01,Product B,170.5,35.52
2026-04-01,Product B,151.98,31.68
2026-04-01,Product B,161.78,10.04
2026-04-01,Product B,153.69,24.84
2026-04-01,Product C,147.39,40.82
2026-04-01,Product C,90.15,18.69
2026-04-01,Product C,110.14,13.12
2026-04-01,Product C,88.01,12.91
2026-04-01,Product C,105.9,25.56
2026-04-01,Product C,142.97,35.56
2026-04-01,Product C,136.51,27.9
2026-04-01,Product C,133.27,28.13
2026-04-01,Product C,110.29,39.44
2026-04-01,Product D,121.67,39.88
2026-04-01,Product D,60.04,10.0
2026-04-01,Product D,63.42,24.26
2026-04-01,Product D,104.18,23.56
2026-04-01,Product D,100.05,21.56
2026-04-01,Product D,70.33,19.58
2026-04-01,Product D,90.9,10.4
2026-04-01,Product D,107.63,20.27
2026-04-02,Product A,189.61,34.0
2026-04-02,Product A,150.56,28.17
2026-04-02,Product A,177.8,34.32
2026-04-02,Product A,192.79,27.85
2026-04-02,Product A,184.69,17.6
2026-04-02,Product A,167.36,26.25
2026-04-02,Product A,201.85,33.06
2026-04-02,Product A,183.38,17.08
2026-04-02,Product A,162.26,20.81
2026-04-02,Product A,224.46,32.82
2026-04-02,Product A,171.61,30.19
2026-04-02,Product B,173.18,29.09
2026-04-02,Product B,180.03,30.63
2026-04-02,Product B,99.96,23.79
2026-04-02,Product B,135.24,19.98
2026-04-02,Product B,113.03,32.19
2026-04-02,Product B,133.54,35.3
2026-04-02,Product B,135.51,15.61
2026-04-02,Product B,174.03,29.0
2026-04-02,Product B,143.6,14.16
2026-04-02,Product C,113.4,19.42
2026-04-02,Product C,180.42,36.23
2026-04-02,Product C,115.81,22.62
2026-04-02,Product C,113.91,25.68
2026-04-02,Product C,140.26,34.09
2026-04-02,Product C,143.7,39.97
2026-04-02,Product D,83.72,15.61
2026-04-02,Product D,68.34,10.0
2026-04-02,Product D,116.43,43.78
2026-04-02,Product D,82.52,20.93
2026-04-03,Product A,164.75,32.24
2026-04-03,Product A,183.82,31.09
2026-04-03,Product A,145.89,18.41
2026-04-03,Product A,195.26,43.2
2026-04-03,Product A,165.43,30.21
2026-04-03,Product A,196.34,19.74
2026-04-03,Product A,160.18,43.37
2026-04-03,Product A,176.58,20.98
2026-04-03,Product A,172.58,37.51
2026-04-03,Product A,113.98,20.79
2026-04-03,Product A,161.81,14.37
2026-04-03,Product B,136.77,29.15
2026-04-03,Product B,156.11,22.72
2026-04-03,Product B,87.55,10.0
2026-04-03,Product B,134.38,15.59
2026-04-03,Product B,135.91,29.64
2026-04-03,Product B,144.18,32.43
2026-04-03,Product B,111.82,16.57
2026-04-03,Product B,102.34,13.99
2026-04-03,Product B,122.0,30.99
2026-04-03,Product B,154.01,34.3
2026-04-03,Product B,135.55,14.89
2026-04-03,Product B,121.87,22.84
2026-04-03,Product C,125.72,28.54
2026-04-03,Product C,126.59,31.8
2026-04-03,Product C,110.91,17.65
2026-04-03,Product C,142.71,31.57
2026-04-03,Product C,140.87,44.16
2026-04-03,Product C,131.45,31.79
2026-04-03,Product D,62.69,10.0
2026-04-03,Product D,107.8,25.79
2026-04-03,Product D,79.76,10.0
2026-04-03,Product D,89.05,28.52
2026-04-03,Product D,76.61,11.55
2026-04-03,Product D,68.81,12.2
2026-04-03,Product D,102.44,39.46
2026-04-03,Product D,99.79,21.52
2026-04-03,Product D,113.98,30.65
2026-04-03,Product D,82.29,36.52
2026-04-03,Product D,94.46,22.67
2026-04-04,Product A,203.56,29.89
2026-04-04,Product A,187.23,33.15
2026-04-04,Product A,191.62,30.86
2026-04-04,Product A,162.29,33.45
2026-04-04,Product A,177.88,23.68
2026-04-04,Product A,199.6,39.79
2026-04-04,Product A,168.37,24.88
2026-04-04,Product A,178.01,35.55
2026-04-04,Product A,134.93,25.94
2026-04-04,Product A,184.36,12.52
2026-04-04,Product B,125.87,22.41
2026-04-04,Product B,159.59,40.56
2026-04-04,Product B,139.72,16.83
2026-04-04,Product B,124.82,15.72
2026-04-04,Product B,193.86,39.01
2026-04-04,Product B,169.48,26.9
2026-04-04,Product B,144.96,30.24
2026-04-04,Product B,133.87,20.43
2026-04-04,Product B,130.16,18.55
2026-04-04,Product B,146.08,18.26
2026-04-04,Product B,151.29,28.0
2026-04-04,Product B,141.06,17.36
2026-04-04,Product C,117.24,22.64
2026-04-04,Product C,107.34,21.47
2026-04-04,Product C,129.2,29.81
2026-04-04,Product C,119.12,20.52
2026-04-04,Product C,103.08,18.99
2026-04-04,Product C,130.13,33.93
2026-04-04,Product C,137.53,30.24
2026-04-04,Product C,128.44,26.91
2026-04-04,Product C,81.67,16.24
2026-04-04,Product D,79.36,29.84
2026-04-04,Product D,59.74,11.68
2026-04-04,Product D,69.34,10.0
2026-04-04,Product D,90.65,12.04
2026-04-05,Product A,188.52,40.25
2026-04-05,Product A,139.65,21.8
2026-04-05,Product A,180.28,37.62
2026-04-05,Product A,208.57,44.01
2026-04-05,Product A,189.72,53.32
2026-04-05,Product A,172.12,26.95
2026-04-05,Product A,173.9,22.24
2026-04-05,Product A,171.49,15.34
2026-04-05,Product A,158.35,26.0
2026-04-05,Product A,190.89,41.34
2026-04-05,Product A,148.8,41.9
2026-04-05,Product A,173.26,31.37
2026-04-05,Product A,134.41,17.89
2026-04-05,Product B,175.98,38.61
2026-04-05,Product B,142.25,36.69
2026-04-05,Product B,117.3,12.17
2026-04-05,Product B,186.0,36.24
2026-04-05,Product B,138.64,23.13
2026-04-05,Product C,94.49,22.91
2026-04-05,Product C,108.35,15.95
2026-04-05,Product C,147.87,49.89
2026-04-05,Product D,85.75,29.42
2026-04-05,Product D,50.21,10.0
2026-04-05,Product D,112.62,18.02
2026-04-05,Product D,89.72,24.49
2026-04-06,Product A,139.9,16.21
2026-04-06,Product A,136.17,11.42
2026-04-06,Product A,148.6,35.13
2026-04-06,Product A,163.13,27.98
2026-04-06,Product A,148.98,30.39
2026-04-06,Product A,211.27,28.81
2026-04-06,Product A,207.94,38.27
2026-04-06,Product A,170.37,32.16
2026-04-06,Product A,178.59,45.22
2026-04-06,Product A,181.44,35.17
2026-04-06,Product A,160.73,34.04
2026-04-06,Product A,148.95,26.19
2026-04-06,Product A,233.43,19.65
2026-04-06,Product A,175.13,31.95
2026-04-06,Product A,164.98,26.41
2026-04-06,Product B,154.22,18.0
2026-04-06,Product B,128.45,35.33
2026-04-06,Product B,128.2,26.92
2026-04-06,Product B,124.22,29.18
2026-04-06,Product B,129.9,14.38
2026-04-06,Product B,129.33,17.56
2026-04-06,Product B,153.9,26.72
2026-04-06,Product B,120.91,20.33
2026-04-06,Product B,119.84,25.52
2026-04-06,Product B,163.19,27.55
2026-04-06,Product B,150.98,39.68
2026-04-06,Product C,114.5,32.39
2026-04-06,Product C,144.32,39.16
2026-04-06,Product C,127.4,25.97
2026-04-06,Product C,68.13,17.93
2026-04-06,Product C,69.85,10.0
2026-04-06,Product C,116.44,27.73
2026-04-06,Product D,105.17,21.14
2026-04-06,Product D,125.5,40.13
2026-04-07,Product A,152.94,21.6
2026-04-07,Product A,138.17,23.15
2026-04-07,Product A,146.9,22.34
2026-04-07,Product A,175.73,14.0
2026-04-07,Product A,142.2,20.12
2026-04-07,Product A,168.84,24.75
2026-04-07,Product A,164.05,22.24
2026-04-07,Product A,138.11,19.2
2026-04-07,Product A,165.31,25.62
2026-04-07,Product A,172.46,32.67
2026-04-07,Product A,185.0,26.38
2026-04-07,Product A,135.33,33.18
2026-04-07,Product A,178.48,22.7
2026-04-07,Product A,176.11,38.48
2026-04-07,Product B,124.37,11.04
2026-04-07,Product B,181.21,34.92
2026-04-07,Product B,154.86,23.58
2026-04-07,Product B,150.89,17.76
2026-04-07,Product B,153.52,16.7
2026-04-07,Product B,137.1,18.16
2026-04-07,Product B,73.34,10.0
2026-04-07,Product B,125.22,19.6
2026-04-07,Product C,66.61,31.37
2026-04-07,Product C,154.97,35.83
2026-04-07,Product C,88.91,29.24
2026-04-07,Product C,104.73,27.31
2026-04-07,Product C,91.78,38.0
2026-04-07,Product C,88.27,19.97
2026-04-07,Product C,73.31,15.8
2026-04-07,Product C,110.64,33.44
2026-04-07,Product D,105.9,26.24
2026-04-07,Product D,110.89,26.53
2026-04-07,Product D,109.55,16.92
2026-04-07,Product D,103.55,35.65
2026-04-08,Product A,185.97,32.42
2026-04-08,Product A,179.46,24.63
2026-04-08,Product A,161.46,16.76
2026-04-08,Product A,202.71,38.06
2026-04-08,Product A,149.85,27.65
2026-04-08,Product A,195.51,41.18
2026-04-08,Product A,149.59,10.0
2026-04-08,Product A,178.7,23.28
2026-04-08,Product A,183.69,38.83
2026-04-08,Product A,194.5,47.02
2026-04-08,Product A,197.2,47.52
2026-04-08,Product A,200.34,45.79
2026-04-08,Product A,169.1,18.43
2026-04-08,Product A,224.61,38.69
2026-04-08,Product A,197.03,29.09
2026-04-08,Product A,191.21,12.95
2026-04-08,Product A,160.97,26.58
2026-04-08,Product A,180.18,39.21
2026-04-08,Product B,109.36,11.14
2026-04-08,Product B,158.89,29.84
2026-04-08,Product B,102.18,22.43
2026-04-08,Product B,110.49,29.62
2026-04-08,Product B,149.59,21.72
2026-04-08,Product B,166.78,31.18
2026-04-08,Product B,174.15,30.25
2026-04-08,Product B,148.05,22.89
2026-04-08,Product B,150.79,39.22
2026-04-08,Product C,126.69,30.0
2026-04-08,Product C,100.45,11.27
2026-04-08,Product C,114.45,30.4
2026-04-08,Product C,129.17,21.37
2026-04-08,Product C,123.01,34.16
2026-04-08,Product C,94.2,21.23
2026-04-08,Product C,149.47,22.68
2026-04-08,Product D,90.91,10.0
2026-04-08,Product D,92.83,24.19
2026-04-08,Product D,111.28,17.44
2026-04-08,Product D,89.06,27.41
2026-04-09,Product A,194.01,21.82
2026-04-09,Product A,167.34,32.53
2026-04-09,Product A,168.08,19.11
2026-04-09,Product A,117.49,32.16
2026-04-09,Product A,175.46,39.16
2026-04-09,Product A,190.43,37.15
2026-04-09,Product A,162.93,31.62
2026-04-09,Product A,201.52,34.92
2026-04-09,Product A,211.84,24.02
2026-04-09,Product A,134.65,30.8
2026-04-09,Product A,151.99,42.18
2026-04-09,Product A,199.42,46.6
2026-04-09,Product A,189.46,24.84
2026-04-09,Product A,133.49,34.66
2026-04-09,Product B,142.14,35.57
2026-04-09,Product B,175.61,31.1
2026-04-09,Product B,131.8,32.85
2026-04-09,Product B,100.5,20.64
2026-04-09,Product B,161.27,20.79
2026-04-09,Product B,166.42,28.08
2026-04-09,Product C,118.25,34.45
2026-04-09,Product C,132.32,32.73
2026-04-09,Product C,126.42,24.04
2026-04-09,Product C,113.36,26.92
2026-04-09,Product C,116.19,34.45
2026-04-09,Product C,122.06,29.86
2026-04-09,Product C,89.14,27.16
2026-04-09,Product C,107.21,15.24
2026-04-09,Product C,156.22,39.95
2026-04-09,Product D,140.6,29.35
2026-04-09,Product D,64.33,10.0
2026-04-09,Product D,57.87,10.0
2026-04-09,Product D,89.9,25.24
2026-04-09,Product D,94.37,27.51
2026-04-09,Product D,95.99,21.23
2026-04-10,Product A,136.31,25.58
2026-04-10,Product A,166.0,34.47
2026-04-10,Product A,169.54,28.89
2026-04-10,Product A,164.13,39.05
2026-04-10,Product A,170.05,44.67
2026-04-10,Product A,175.99,30.09
2026-04-10,Product A,166.8,32.87
2026-04-10,Product A,157.06,27.87
2026-04-10,Product A,170.18,31.53
2026-04-10,Product B,175.82,24.26
2026-04-10,Product B,155.03,24.24
2026-04-10,Product B,154.94,24.46
2026-04-10,Product B,127.64,19.53
2026-04-10,Product B,178.91,34.15
2026-04-10,Product B,116.65,28.59
2026-04-10,Product B,125.39,27.26
2026-04-10,Product B,157.17,31.65
2026-04-10,Product B,185.77,24.95
2026-04-10,Product B,158.44,37.01
2026-04-10,Product C,134.71,27.2
2026-04-10,Product C,102.43,24.45
2026-04-10,Product C,119.33,35.74
2026-04-10,Product C,99.57,38.07
2026-04-10,Product C,148.05,30.94
2026-04-10,Product C,159.55,28.84
2026-04-10,Product C,124.52,17.18
2026-04-10,Product C,160.62,22.16
2026-04-10,Product C,88.31,14.35
2026-04-10,Product D,117.42,24.91
2026-04-10,Product D,104.29,36.16
2026-04-11,Product A,180.35,36.58
2026-04-11,Product A,172.43,37.34
2026-04-11,Product A,165.57,29.17
2026-04-11,Product A,178.24,32.6
2026-04-11,Product A,205.49,37.89
2026-04-11,Product A,163.31,31.99
2026-04-11,Product A,192.19,38.87
2026-04-11,Product A,185.81,19.6
2026-04-11,Product A,115.16,29.78
2026-04-11,Product A,179.65,30.37
2026-04-11,Product A,185.27,46.91
2026-04-11,Product A,201.1,41.88
2026-04-11,Product A,150.49,19.53
2026-04-11,Product A,117.5,25.04
2026-04-11,Product B,141.4,16.22
2026-04-11,Product B,183.63,20.8
2026-04-11,Product B,140.66,10.0
2026-04-11,Product B,151.52,25.74
2026-04-11,Product B,137.15,15.85
2026-04-11,Product C,175.09,36.22
2026-04-11,Product C,127.95,21.52
2026-04-11,Product C,59.38,10.0
2026-04-11,Product C,172.38,42.69
2026-04-11,Product C,156.1,31.56
2026-04-11,Product C,68.15,10.0
2026-04-11,Product C,128.73,30.22
2026-04-11,Product C,119.77,22.11
2026-04-11,Product D,75.61,13.22
2026-04-11,Product D,136.22,38.87
2026-04-11,Product D,117.45,19.55
2026-04-11,Product D,63.37,22.71
2026-04-11,Product D,114.9,26.38
2026-04-11,Product D,86.85,10.0
2026-04-12,Product A,155.06,20.26
2026-04-12,Product A,197.3,28.41
2026-04-12,Product A,209.14,34.68
2026-04-12,Product A,161.5,27.82
2026-04-12,Product A,161.49,36.46
2026-04-12,Product A,189.49,40.92
2026-04-12,Product A,174.06,25.94
2026-04-12,Product A,169.8,25.46
2026-04-12,Product A,202.27,42.4
2026-04-12,Product A,167.99,21.15
2026-04-12,Product A,203.9,35.76
2026-04-12,Product A,167.14,40.81
2026-04-12,Product A,158.78,24.44
2026-04-12,Product A,164.92,17.5
2026-04-12,Product B,150.44,24.33
2026-04-12,Product B,146.06,43.66
2026-04-12,Product B,141.58,28.91
2026-04-12,Product B,160.81,26.83
2026-04-12,Product B,151.02,25.84
2026-04-12,Product B,149.46,20.72
2026-04-12,Product B,134.13,22.94
2026-04-12,Product C,140.42,27.48
2026-04-12,Product C,170.4,35.98
2026-04-12,Product C,139.98,29.37
2026-04-12,Product C,168.33,32.93
2026-04-12,Product C,145.63,37.05
2026-04-12,Product C,128.89,30.19
2026-04-12,Product C,105.33,10.0
2026-04-12,Product C,143.64,27.69
2026-04-12,Product D,108.53,21.13
2026-04-12,Product D,120.63,31.27
2026-04-12,Product D,108.27,21.64
2026-04-12,Product D,74.92,13.02
2026-04-13,Product A,137.79,11.92
2026-04-13,Product A,172.56,33.61
2026-04-13,Product A,169.3,24.79
2026-04-13,Product A,149.16,22.82
2026-04-13,Product A,151.91,25.32
2026-04-13,Product A,136.53,28.82
2026-04-13,Product A,157.53,29.79
2026-04-13,Product A,189.52,34.84
2026-04-13,Product B,124.8,24.43
2026-04-13,Product B,182.33,38.46
2026-04-13,Product B,137.91,31.56
2026-04-13,Product B,152.63,25.62
2026-04-13,Product B,142.73,22.66
2026-04-13,Product B,159.32,28.2
2026-04-13,Product B,128.97,15.71
2026-04-13,Product B,151.73,29.22
2026-04-13,Product B,138.11,14.42
2026-04-13,Product B,172.52,37.64
2026-04-13,Product B,101.28,27.93
2026-04-13,Product B,140.4,25.39
2026-04-13,Product C,75.42,23.62
2026-04-13,Product C,149.52,26.38
2026-04-13,Product C,114.06,20.64
2026-04-13,Product C,107.15,32.17
2026-04-13,Product D,113.58,22.9
2026-04-13,Product D,86.93,16.89
2026-04-13,Product D,71.24,20.73
2026-04-13,Product D,101.19,25.74
2026-04-13,Product D,93.47,19.02
2026-04-13,Product D,120.86,34.76
2026-04-13,Product D,126.13,30.73
2026-04-14,Product A,165.58,37.71
2026-04-14,Product A,188.56,29.73
2026-04-14,Product A,146.98,23.35
2026-04-14,Product A,154.93,40.13
2026-04-14,Product A,186.72,25.62
2026-04-14,Product A,147.01,18.77
2026-04-14,Product A,157.71,25.48
2026-04-14,Product A,194.52,25.34
2026-04-14,Product A,220.37,29.92
2026-04-14,Product A,139.0,37.14
2026-04-14,Product A,199.07,32.38
2026-04-14,Product A,178.39,33.58
2026-04-14,Product A,173.01,19.04
2026-04-14,Product A,115.4,12.86
2026-04-14,Product B,169.91,27.3
2026-04-14,Product B,129.19,29.86
2026-04-14,Product B,155.9,27.24
2026-04-14,Product B,155.08,25.46
2026-04-14,Product B,153.84,31.96
2026-04-14,Product B,152.55,28.26
2026-04-14,Product B,175.64,17.08
2026-04-14,Product B,127.45,21.88
2026-04-14,Product B,128.94,18.75
2026-04-14,Product C,116.95,16.18
2026-04-14,Product C,110.29,19.28
2026-04-14,Product C,113.73,30.55
